Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
China,48.44200000000001,48.74000000000001,49.03800000000001,49.33600000000001,49.634000000000015,49.932000000000016,50.23000000000002,50.52800000000002,50.82600000000002,51.124000000000024,51.422000000000025,51.72000000000003,52.01800000000003,52.31600000000003,52.61400000000003,52.912000000000035,53.210000000000036,53.50800000000004,53.80600000000004,54.82,53.28,54.8,55.3,55.3,55.59400000000005,55.89200000000005,56.190000000000055,56.488000000000056,56.78600000000006,57.083999999999946,57.38199999999995,57.67999999999995,57.97799999999995,58.275999999999954,58.573999999999955,58.87199999999996,59.16999999999996,59.46799999999996,59.76599999999996,60.063999999999965,60.361999999999966,60.65999999999997,60.95799999999997,61.25599999999997,61.553999999999974,61.851999999999975,62.14999999999998,62.44799999999998,62.74599999999998,63.04399999999998,63.341999999999985
US,51.74000000000001,52.21799999999996,52.69599999999991,53.17399999999998,53.65199999999993,54.129999999999995,54.60799999999995,55.08600000000001,55.563999999999965,56.041999999999916,56.51999999999998,56.997999999999934,57.476,57.95399999999995,58.432000000000016,58.90999999999997,59.38799999999992,59.865999999999985,60.34399999999994,61.73,60.56,61.3,61.8,63.5,63.21199999999999,63.68999999999994,64.168,64.64599999999996,65.12400000000002,65.60199999999998,66.07999999999993,66.55799999999999,67.03599999999994,67.51400000000001,67.99199999999996,68.46999999999991,68.94799999999998,69.42599999999993,69.904,70.38199999999995,70.86000000000001,71.33799999999997,71.81599999999992,72.29399999999998,72.77199999999993,73.25,73.72799999999995,74.20600000000002,74.68399999999997,75.16199999999992,75.63999999999999
