Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
US,5.052108214285715,5.056201428571429,5.060294642857144,5.064387857142858,5.068481071428572,5.072574285714287,5.7744,5.6576,5.3861,4.9914,4.731,4.6709,4.6916,4.4834,4.3983,4.893,5.3217,5.2439,4.9298,4.9859,6.4208,5.138065714285716,5.14215892857143,5.1462521428571435,5.150345357142859,5.154438571428573,5.1585317857142865,5.162625,5.166718214285716,5.1708114285714295,5.174904642857143,5.178997857142859,5.1830910714285725,5.187184285714286,5.191277500000002,5.1953707142857155,5.199463928571429,5.203557142857145,5.2076503571428585,5.211743571428572,5.215836785714288,5.2199300000000015,5.224023214285715,5.228116428571429,5.2322096428571445,5.236302857142858,5.240396071428572,5.2444892857142875,5.248582500000001,5.252675714285715,5.2567689285714305
China,1.61505404761904,1.554404761904749,1.493755476190472,1.433106190476181,1.37245690476189,1.3118076190476131,1.3688,1.2197,1.1135,1.0953,0.9947,0.8853,0.8259,0.7732,0.7279,0.6601,0.6159,0.5666,0.531,0.519,0.5023,0.3414190476190413,0.2807697619047502,0.22012047619047337,0.1594711904761823,0.09882190476189123,0.038172619047614376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
