Unnamed: 0,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
China,-1.6816819849907854,-1.6144147055911588,-1.547147426191504,-1.4798801467918772,-1.4126128673922507,-1.3453455879926242,-1.2780783085929974,-1.210811029193371,-1.1435437497937442,-1.0762764703940892,-1.0090091909944627,-0.9417419115948361,-0.8744746321952095,-0.807207352795583,-0.7399400733959564,-0.6726727939963014,-0.6054055145966748,-0.5381382351970482,-0.4708709557974216,-0.403603676397795,-0.3363363969981684,-0.2690691175985135,-0.2018018381988869,-0.1345345587992603,-0.06726727939963369,-7.08092988618562e-15,0.06726727939961952,0.13453455879927445,0.20180183819890105,0.26906911759852764,0.33633639699815426,0.40360367639778083,0.47087095579740745,0.5381382351970624,0.605405514596689,0.6726727939963155,0.7399400733959421,0.8072073527955688,0.8744746321951954,0.9417419115948503,1.009009190994477,1.0762764703941035,1.1435437497937302,1.2108110291933567,1.2780783085929832,1.3453455879926381,1.4126128673922649,1.4798801467918914,1.5471474261915181,1.6144147055911446,1.6816819849907712
US,1.6816819849907971,1.6144147055911626,1.5471474261915281,1.4798801467918938,1.4126128673922593,1.3453455879926248,1.2780783085929905,1.2108110291934198,1.1435437497937215,1.076276470394151,1.0090091909944527,0.941741911594882,0.8744746321952476,0.8072073527956132,0.7399400733959788,0.6726727939963443,0.6054055145967099,0.5381382351970755,0.470870955797441,0.4036036763978066,0.33633639699817214,0.26906911759853774,0.2018018381989033,0.13453455879926887,0.06726727939963444,0.0,-0.0672672793995707,-0.13453455879926887,-0.20180183819883957,-0.26906911759853774,-0.3363363969981084,-0.40360367639774286,-0.47087095579737726,-0.5381382351970118,-0.6054055145966462,-0.6726727939962805,-0.739940073395915,-0.8072073527955494,-0.8744746321951838,-0.9417419115948182,-1.0090091909944527,-1.0762764703940872,-1.1435437497937215,-1.210811029193356,-1.2780783085929905,-1.3453455879926248,-1.4126128673922593,-1.47988014679183,-1.5471474261915281,-1.614414705591099,-1.6816819849907971
