Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
China,,,-1.6748576157562056,-0.6963755916010749,-1.9804792051648605,-2.1406840705806873,-1.5405319978306269,-2.1012490267860224,-1.6218667756571243,-1.7820716410729514,-1.9422765064887784,-1.5528554490164599,-1.0278764284999797,-0.5608176285569131,-0.4215626301570022,-0.2995604634172565,-0.2995604634172565,-0.4166332496826691,-0.533706035948081,-0.7099313879054909,0.4053409444123837,0.8157118689006182,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894,0.6924773570422894
US,,,2.0859772092637523,1.9398524604584766,2.091491350728101,1.8433549848323492,1.5731620530792012,1.5869474067400753,1.8543832677610508,0.04023072598989618,-0.0728091740292782,-0.05350967890405503,1.1237595237346722,0.8618378041780496,1.2119857871642745,1.239556494486023,1.3718958896304245,0.9776347749293964,0.8480524505171714,0.7157130553727739,-0.8613314034313303,-0.5966526131425313,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571,-0.6821218058399571
