Unnamed: 0,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
US,-1.7462604278505973,-1.6119468396214447,-1.5447823879705553,-1.4776179363196411,-1.175976975842096,-1.3432890330178617,-1.2761245813669724,-1.2089601297160824,-1.1573155359231104,-1.074631226414303,-1.0074667747633885,-0.9403023231124985,-1.1004306795855918,-0.8059734198107195,-0.7388089681598298,-0.6716445165089401,-0.7054952274514691,-0.5373156132071361,-0.47015116155624637,-0.4029867099053567,-0.15932180192746703,-0.26865780660357724,-0.20149335495268755,-0.13432890330179784,-0.06716445165088356,6.145656399315068e-15,0.06716445165089585,0.13432890330178554,0.20149335495267526,0.268657806603565,0.33582225825445466,0.40298670990536894,0.4701511615562579,0.5373156132071484,0.6044800648580381,0.6716445165089278,0.7388089681598174,0.8059734198107071,0.8731378714616215,0.9403023231125104,1.007466774763401,1.0746312264142905,1.1417956780651803,1.20896012971607,1.2761245813669597,1.343289033017874,1.4104534846687629,1.4776179363196533,1.5447823879705431,1.6119468396214327,1.6791112912723225
China,-1.6816819849907862,-1.6144147055911566,-1.5471474261915263,-1.4798801467918967,-1.412612867392267,-1.3453455879926135,-1.2780783085929839,-1.2108110291933543,-1.143543749793724,-1.0762764703940944,-1.0090091909944643,-0.9417419115948346,-0.874474632195205,-0.8072073527955748,-0.7399400733959451,-0.6726727939963149,-0.6054055145966852,-0.5381382351970551,-0.47087095579742544,-0.4036036763977958,-0.33633639699816553,-0.26906911759853597,-0.20180183819888298,-0.13453455879925272,-0.06726727939962311,7.141376951181194e-15,0.06726727939963675,0.13453455879926635,0.2018018381988966,0.2690691175985262,0.3363363969981565,0.40360367639778605,0.47087095579741567,0.538138235197046,0.6054055145966756,0.6726727939963058,0.7399400733959354,0.807207352795565,0.8744746321951946,0.9417419115948256,1.0090091909944785,1.0762764703941081,1.1435437497937377,1.2108110291933674,1.2780783085929983,1.3453455879926266,1.4126128673922587,1.479880146791887,1.5471474261915166,1.6144147055911475,1.6816819849907771
