Year,1992.0,1997.0,2002.0,2007.0,2012.0,2017.0,2022.0,
China,4000.0,2562.49,2518.407,26506.09,87803.53,158288.3,146503.0,
US,42647.0,95769.0,134946.0,393518.0,318196.0,327780.0,372996.0,
